isin,name,nse,bse,yahoo,industry_group,industry,price,mcap_cr
INE787D01026,Balkrishna Inds,BALKRISIND,502355,BALKRISIND.NS,Auto Components,Tyres & Rubber Products,2350.8,45445.01
INE347G01014,Petronet LNG,PETRONET,532522,PETRONET.NS,Gas,LPG/CNG/PNG/LNG Supplier,293,43950
INE084101034,Indo-MIM,INDOMIM,544837,INDOMIM.NS,Industrial Manufacturing,Industrial Products,882.1,43618.16
INE511C01022,Poonawalla Fin,POONAWALLA,524000,POONAWALLA.NS,Finance,Non Banking Financial Company (NBFC),490.05,43149.5
INE913H01037,Endurance Tech.,ENDURANCE,540153,ENDURANCE.NS,Auto Components,Auto Components & Equipments,3029.5,42613.81
INE048G01026,Navin Fluo.Intl.,NAVINFLUOR,532504,NAVINFLUOR.NS,Chemicals & Petrochemicals,Specialty Chemicals,8206.5,42104.69
INE233A01035,Godrej Industrie,GODREJIND,500164,GODREJIND.NS,Diversified,Diversified,1230,41432.68
INE041025011,Embassy Off.REIT,EMBASSY,542602,EMBASSY.NS,Realty,Real Estate Investment Trusts (REITs),436.08,41335.75
INE819V01029,Aditya Infotech,CPPLUS,544466,CPPLUS.NS,Industrial Manufacturing,Industrial Products,3475.5,41115.32
INE006I01046,Astral,ASTRAL,532830,ASTRAL.NS,Industrial Products,Plastic Products - Industrial,1528.5,41063.18
INE226A01021,Voltas,VOLTAS,500575,VOLTAS.NS,Consumer Durables,Household Appliances,1235,40864.27
INE212H01026,AIA Engineering,AIAENG,532683,AIAENG.NS,Industrial Products,Castings & Forgings,4348.9,40584.1
INE823G01014,J K Cements,JKCEMENT,532644,JKCEMENT.NS,Cement & Cement Products,Cement & Cement Products,5250,40565.83
INE761H01022,Page Industries,PAGEIND,532827,PAGEIND.NS,Textiles & Apparels,Garments & Apparels,35480,39573.94
INE930H01031,K P R Mill Ltd,KPRMILL,532889,KPRMILL.NS,Textiles & Apparels,Other Textile Products,1151.6,39363.3
INE111A01025,Container Corpn.,CONCOR,531344,CONCOR.NS,Transport Services,Logistics Solution Provider,515.05,39227.13
INE302A01020,Exide Inds.,EXIDEIND,500086,EXIDEIND.NS,Auto Components,Auto Components & Equipments,459.6,39066
INE704P01025,Cochin Shipyard,COCHINSHIP,540678,COCHINSHIP.NS,Industrial Manufacturing,Ship Building & Allied Services,1480.5,38949.11
INE335Y01020,I R C T C,IRCTC,542830,IRCTC.NS,Leisure Services,"Tour, Travel Related Services",484.2,38736
INE509F01029,Cupid,CUPID,530843,CUPID.NS,Personal Products,Personal Care,284.58,38266.35
INE010V01017,L&T Technology,LTTS,540115,LTTS.NS,IT - Services,IT Enabled Services,3604.6,38236.71
INE470A01017,3M India,3MINDIA,523395,3MINDIA.NS,Diversified,Diversified,33640,37912.28
INE474Q01031,Global Health,MEDANTA,543654,MEDANTA.NS,Healthcare Services,Hospital,1409.7,37902.85
INE603J01030,P I Industries,PIIND,523642,PIIND.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,2496.8,37880.98
INE619A01035,Patanjali Foods,PATANJALI,500368,PATANJALI.NS,Agricultural Food & other Products,Edible Oil,348,37866.18
INE589A01014,NLC India,NLCINDIA,513683,NLCINDIA.NS,Power,Power Generation,269.8,37411.46
INE031A01017,H U D C O,HUDCO,540530,HUDCO.NS,Finance,Financial Institution,186.09,37253.36
INE410P01011,Narayana Hrudaya,NH,539551,NH.NS,Healthcare Services,Hospital,1815.8,37107.83
INE2OVN25015,Bagmane Prime REIT,BAGMANE,544758,BAGMANE.NS,Realty,Real Estate Investment Trusts (REITs),107.4,36516
INE463V01026,Anand Rathi Wea.,ANANDRATHI,543415,ANANDRATHI.NS,Capital Markets,Financial Products Distributor,2188,36329.83
INE686F01025,United Breweries,UBL,532478,UBL.NS,Beverages,Breweries & Distilleries,1348.9,35665.61
INE168P01015,Emcure Pharma,EMCURE,544210,EMCURE.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1863,35337.41
INE00R701025,Dalmia BharatLtd,DALBHARAT,542216,DALBHARAT.NS,Cement & Cement Products,Cement & Cement Products,1880,35262.4
INE0LP301011,Physicswallah,PWL,544609,PWL.NS,Other Consumer Services,E-Learning,120.83,35051.41
INE548A01028,HFCL,HFCL,500183,HFCL.NS,Telecom - Services,Telecom - Infrastructure,228.01,34899.27
INE042A01014,Escorts Kubota,ESCORTS,500495,ESCORTS.NS,"Agricultural, Commercial & Construction Vehicles",Tractors,3086.6,34532.19
INE379A01028,ITC Hotels,ITCHOTELS,544325,ITCHOTELS.NS,Leisure Services,Hotels & Resorts,164.98,34365.43
INE575P01011,Star Health Insu,STARHEALTH,543412,STARHEALTH.NS,Insurance,General Insurance,578.5,34051.88
INE148O01028,Delhivery,DELHIVERY,543529,DELHIVERY.NS,Transport Services,Logistics Solution Provider,450.7,33764.95
INE0H7R23014,National High,NHIT,543385,NHIT.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",174,33701.2
INE522D01027,Manappuram Fin.,MANAPPURAM,531213,MANAPPURAM.NS,Finance,Non Banking Financial Company (NBFC),357.5,33581.27
INE797F01020,Jubilant Food.,JUBLFOOD,533155,JUBLFOOD.NS,Leisure Services,Restaurants,506.75,33437.66
INE142M01025,Tata Technolog.,TATATECH,544028,TATATECH.NS,IT - Services,IT Enabled Services,820.75,33326.7
INE260B01028,Godfrey Phillips,GODFRYPHLP,500163,GODFRYPHLP.NS,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,2117,33021.34
INE019C01026,Himadri Special,HSCL,500184,HSCL.NS,Chemicals & Petrochemicals,Carbon Black,654.4,33019.33
INE777K01022,R R Kabel,RRKABEL,543981,RRKABEL.NS,Industrial Products,Cables - Electricals,2919.3,33018.89
INE007A01025,CRISIL,CRISIL,500092,CRISIL.NS,Finance,Other Financial Services,4514.5,33014.55
INE967H01025,Krishna Institu.,KIMS,543308,KIMS.NS,Healthcare Services,Hospital,782.5,32865.51
INE672A01026,Tata Inv.Corpn.,TATAINVEST,501301,TATAINVEST.NS,Finance,Investment Company,647.95,32783.22
INE0CCU25019,Mindspace Busine,MINDSPACE,543217,MINDSPACE.NS,Realty,Real Estate Investment Trusts (REITs),494.98,32767.35
INE093A01041,Hexaware Tech.,HEXT,544362,HEXT.NS,IT - Software,Computers - Software & Consulting,532.45,32533.55
INE671A01010,Honeywell Auto,HONAUT,517174,HONAUT.NS,Industrial Manufacturing,Industrial Products,36700,32442.8
INE036D01028,Karur Vysya Bank,KARURVYSYA,590003,KARURVYSYA.NS,Banks,Private Sector Bank,335.5,32427.83
INE202E01016,Indian Renewable,IREDA,544026,IREDA.NS,Finance,Financial Institution,115,32306.16
INE691A01018,UCO Bank,UCOBANK,532505,UCOBANK.NS,Banks,Public Sector Bank,25.72,32251.75
INE089C01029,Sterlite Tech.,STLTECH,532374,STLTECH.NS,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,627.15,32229.94
INE531F01023,Nuvama Wealth,NUVAMA,543988,NUVAMA.NS,Capital Markets,Stockbroking & Allied,1743.6,32015.21
INE0NT901020,Netweb Technol.,NETWEB,543945,NETWEB.NS,IT - Services,IT Enabled Services,5601,31892.48
INE600L01024,Dr Lal Pathlabs,LALPATHLAB,539524,LALPATHLAB.NS,Healthcare Services,Healthcare Service Provider,1894.2,31793.92
INE472A01039,Blue Star,BLUESTARCO,500067,BLUESTARCO.NS,Consumer Durables,Household Appliances,1511.9,31086.9
INE103A01014,M R P L,MRPL,500109,MRPL.NS,Petroleum Products,Refineries & Marketing,176.81,30987.7
INE570L01029,Sai Life,SAILIFE,544306,SAILIFE.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1457.4,30939.86
INE596F01018,PTC Industries,PTCIL,539006,PTCIL.NS,Industrial Products,Castings & Forgings,20629,30928.13
INE115Q01022,Inventurus Knowl,IKS,544309,IKS.NS,IT - Services,IT Enabled Services,1786.2,30662.47
INE049B01025,Wockhardt,WOCKPHARMA,532300,WOCKPHARMA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1886.3,30650.9
INE0INX01018,Aegis Vopak Term,AEGISVOPAK,544407,AEGISVOPAK.NS,Oil,Oil Storage & Transportation,276.3,30613.8
INE146L01010,Kirloskar Oil,KIRLOSENG,533293,KIRLOSENG.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",2100.8,30570.81
INE572E01012,PNB Housing,PNBHOUSING,540173,PNBHOUSING.NS,Finance,Housing Finance Company,1170.3,30496.84
INE470Y01017,New India Assura,NIACL,540769,NIACL.NS,Insurance,General Insurance,184.13,30344.62
INE342J01019,ZF Commercial,ZFCVINDIA,533023,ZFCVINDIA.NS,Auto Components,Auto Components & Equipments,2662,30295.03
INE01NH01023,Dhoot Transmission,DHOOTTRANS,544867,DHOOTTRANS.NS,Auto Components,Auto Components & Equipments,1478.95,30251.63
INE794A01010,Neuland Labs.,NEULANDLAB,524558,NEULANDLAB.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,23301,29894.92
INE382Z01011,Garden Reach Sh.,GRSE,542011,GRSE.NS,Aerospace & Defense,Aerospace & Defense,2601.5,29800.7
INE149A01033,Chola Financial,CHOLAHLDNG,504973,CHOLAHLDNG.NS,Finance,Investment Company,1561.8,29327.08
INE404A01024,Aditya AMC,ABSLAMC,543374,ABSLAMC.NS,Capital Markets,Asset Management Company,1008.4,29169.36
INE839M01018,Schneider Elect.,SCHNEIDER,534139,SCHNEIDER.NS,Electrical Equipment,Heavy Electrical Equipment,1217.3,29105.64
INE736A01011,C D S L,CDSL,,CDSL.NS,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",1388.9,29028.01
INE530B01024,IIFL Finance,IIFL,532636,IIFL.NS,Finance,Non Banking Financial Company (NBFC),679.8,28917.4
INE506V01022,Rubicon Research,RUBICON,544578,RUBICON.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1724.7,28549.29
INE0DK501011,Piramal Pharma,PPLPHARMA,543635,PPLPHARMA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,213.67,28446.92
INE0FDU25010,Brookfield India,BIRET,543261,BIRET.NS,Realty,Real Estate Investment Trusts (REITs),342.56,28428.4
INE622W01025,ACME Solar Hold.,ACMESOLAR,544283,ACMESOLAR.NS,Power,Power Generation,401.6,28388.07
INE483A01010,Central Bank,CENTRALBK,532885,CENTRALBK.NS,Banks,Public Sector Bank,31.29,28321.83
INE545U01014,Bandhan Bank,BANDHANBNK,541153,BANDHANBNK.NS,Banks,Private Sector Bank,175.1,28210.56
INE105A01035,TVS Holdings,TVSHLTD,520056,TVSHLTD.NS,Finance,Investment Company,13899,28120.6
INE438A01022,Apollo Tyres,APOLLOTYRE,500877,APOLLOTYRE.NS,Auto Components,Tyres & Rubber Products,439.7,27925.39
INE00LO01017,Craftsman Auto,CRAFTSMAN,543276,CRAFTSMAN.NS,Auto Components,Auto Components & Equipments,10644.5,27840.09
INE0DYJ01015,Syrma SGS Tech.,SYRMA,543573,SYRMA.NS,Industrial Manufacturing,Industrial Products,1439.3,27754.09
INE810G01011,Shyam Metalics,SHYAMMETL,543299,SHYAMMETL.NS,Industrial Products,Iron & Steel Products,984.9,27491.7
INE891D01026,Redington,REDINGTON,532805,REDINGTON.NS,Commercial Services & Supplies,Trading & Distributors,350.55,27405.1
INE115A01026,LIC Housing Fin.,LICHSGFIN,500253,LICHSGFIN.NS,Finance,Housing Finance Company,497,27338.13
INE0IX101010,Data Pattern,DATAPATTNS,543428,DATAPATTNS.NS,Aerospace & Defense,Aerospace & Defense,4829.9,27039.7
INE248A01017,ITI,ITI,523610,ITI.NS,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,279.25,26896.22
INE258G01013,Sumitomo Chemi.,SUMICHEM,542920,SUMICHEM.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,534.65,26686.83
INE179A01014,P & G Hygiene,PGHH,500459,PGHH.NS,Personal Products,Personal Care,8189,26582.1
INE732I01021,Angel One,ANGELONE,543235,ANGELONE.NS,Capital Markets,Stockbroking & Allied,287.8,26295.92
INE918Z01012,Kaynes Tech,KAYNES,543664,KAYNES.NS,Industrial Manufacturing,Industrial Products,3890,26149.55
INE002L01015,SJVN,SJVN,533206,SJVN.NS,Power,Power Generation,66.06,25960.23
INE00FF01025,Acutaas Chemical,ACUTAAS,543349,ACUTAAS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,3169,25944.96
INE371P01015,Amber Enterp.,AMBER,540902,AMBER.NS,Consumer Durables,Household Appliances,7350,25921.81
INE387A01021,Sundram Fasten.,SUNDRMFAST,500403,SUNDRMFAST.NS,Auto Components,Auto Components & Equipments,1228,25803.76
INE0FS801015,Motherson Wiring,MSUMI,543498,MSUMI.NS,Auto Components,Auto Components & Equipments,38.36,25439.06
INE0NDH25011,Nexus Select,NXST,543913,NXST.NS,Realty,Real Estate Investment Trusts (REITs),166.84,25276.26
INE524A01029,Gabriel India,GABRIEL,505714,GABRIEL.NS,Auto Components,Auto Components & Equipments,1420.6,25177.3
INE317I01021,Metro Brands,METROBRAND,543426,METROBRAND.NS,Consumer Durables,Footwear,912.5,24874.09
INE844O01030,Gujarat Energy,GUJENERGY,539336,GUJENERGY.NS,Gas,LPG/CNG/PNG/LNG Supplier,263.35,24708.31
INE439A01020,Asahi India Glas,ASAHIINDIA,515030,ASAHIINDIA.NS,Auto Components,Auto Components & Equipments,965.75,24619.59
INE012A01025,ACC,ACC,500410,ACC.NS,Cement & Cement Products,Cement & Cement Products,1307.4,24551.31
INE0CAZ01013,Urban Company,URBANCO,544515,URBANCO.NS,Retailing,E-Retail/ E-Commerce,158.6,24458.98
INE699H01024,AWL Agri Busine.,AWL,543458,AWL.NS,Agricultural Food & other Products,Edible Oil,188.12,24449.55
INE322A01010,Gillette India,GILLETTE,507815,GILLETTE.NS,Personal Products,Personal Care,7498.5,24437.61
INE03JT01014,Go Digit General,GODIGIT,544179,GODIGIT.NS,Insurance,General Insurance,262.9,24307.81
INE00WC01027,Affle 3i,AFFLE,542752,AFFLE.NS,IT - Services,IT Enabled Services,1718.7,24218.95
INE953O01021,Sansera Enginee.,SANSERA,543358,SANSERA.NS,Auto Components,Auto Components & Equipments,3876.9,24193.24
INE741K01010,CreditAcc. Gram.,CREDITACC,541770,CREDITACC.NS,Finance,Microfinance Institutions,1496.1,24005.58
INE095N01031,NBCC,NBCC,534309,NBCC.NS,Construction,Civil Construction,88.88,23997.6
INE220B01022,Kalpataru Proj.,KPIL,522287,KPIL.NS,Construction,Civil Construction,1404.5,23985
INE419M01035,TD Power Systems,TDPOWERSYS,533553,TDPOWERSYS.NS,Electrical Equipment,Heavy Electrical Equipment,1534.8,23977.94
INE288B01029,Deepak Nitrite,DEEPAKNTR,506401,DEEPAKNTR.NS,Chemicals & Petrochemicals,Specialty Chemicals,1747.1,23829.23
INE880L01014,KIOCL,KIOCL,540680,KIOCL.NS,Ferrous Metals,Sponge Iron,388.1,23586.82
INE325A01013,Timken India,TIMKEN,522113,TIMKEN.NS,Industrial Products,Abrasives & Bearings,3134.1,23574.3
INE451A01017,Force Motors,FORCEMOT,500033,FORCEMOT.NS,Automobiles,Passenger Cars & Utility Vehicles,17770,23414.22
INE19RI01016,Tenneco Clean,TENNIND,544612,TENNIND.NS,Auto Components,Auto Components & Equipments,576.15,23253.66
INE367G01038,Prime Focus,PFOCUS,532748,PFOCUS.NS,Entertainment,Media & Entertainment,296.95,23125.69
INE670A01012,Tata Elxsi,TATAELXSI,500408,TATAELXSI.NS,IT - Software,Computers - Software & Consulting,3708,23100.68
INE821I01022,IRB Infra.Devl.,IRB,532947,IRB.NS,Construction,Civil Construction,18.95,22887.81
INE536A01023,Grindwell Norton,GRINDWELL,506076,GRINDWELL.NS,Industrial Products,Abrasives & Bearings,2059.8,22806.11
INE182A01018,Pfizer,PFIZER,500680,PFIZER.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,4978.2,22774.14
INE242C01024,Anant Raj,ANANTRAJ,515055,ANANTRAJ.NS,Realty,"Residential, Commercial Projects",625,22492.31
INE980O01024,Jyoti CNC Auto.,JYOTICNC,544081,JYOTICNC.NS,Industrial Manufacturing,Industrial Products,988.8,22487.6
INE1C6T01020,Emmvee Photovol.,EMMVEE,544608,EMMVEE.NS,Electrical Equipment,Other Electrical Equipment,324,22431.98
INE894V01022,Belrise Industri,BELRISE,544405,BELRISE.NS,Auto Components,Auto Components & Equipments,231.77,22415.68
INE120A01034,Carborundum Uni.,CARBORUNIV,513375,CARBORUNIV.NS,Industrial Products,Abrasives & Bearings,1169.8,22285.32
INE473B01035,Hatsun Agro,HATSUN,531531,HATSUN.NS,Food Products,Dairy Products,984.7,21934.02
INE686A01026,Cemindia Project,CEMPRO,509496,CEMPRO.NS,Construction,Civil Construction,1276.4,21926.97
INE039A01010,IFCI,IFCI,500106,IFCI.NS,Finance,Financial Institution,80.91,21799.7
INE864I01014,MTAR Technologie,MTARTECH,543270,MTARTECH.NS,Electrical Equipment,Other Electrical Equipment,7029.5,21622.45
INE0BWX01014,Aether Industri.,AETHER,543534,AETHER.NS,Chemicals & Petrochemicals,Specialty Chemicals,1626.6,21589.58
INE180C01042,Capri Global,CGCL,531595,CGCL.NS,Finance,Non Banking Financial Company (NBFC),224.03,21555.14
INE491A01021,City Union Bank,CUB,532210,CUB.NS,Banks,Private Sector Bank,217.3,21529.81
INE989C01038,Diamond Power,DIACABS,522163,DIACABS.NS,Electrical Equipment,Other Electrical Equipment,356.1,21297.31
INE101D01020,Granules India,GRANULES,532482,GRANULES.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,858.15,21264.69
INE331A01037,The Ramco Cement,RAMCOCEM,500260,RAMCOCEM.NS,Cement & Cement Products,Cement & Cement Products,899.05,21243.87
INE269B01029,LMW,LMW,500252,LMW.NS,Industrial Manufacturing,Industrial Products,19849,21204.69
INE0NR623014,Cube Highways,CUBEINVIT,543899,CUBEINVIT.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",156.99,21100.55
INE330T01021,Happy Forgings,HAPPYFORGE,544057,HAPPYFORGE.NS,Industrial Products,Castings & Forgings,2211.8,20874.69
INE791I01019,Brigade Enterpr.,BRIGADE,532929,BRIGADE.NS,Realty,"Residential, Commercial Projects",639.3,20857.76
INE178A01016,C P C L,CHENNPETRO,500110,CHENNPETRO.NS,Petroleum Products,Refineries & Marketing,1393.5,20750.8
INE203G01027,Indraprastha Gas,IGL,532514,IGL.NS,Gas,LPG/CNG/PNG/LNG Supplier,147.87,20701.82
INE486A01021,CESC,CESC,500084,CESC.NS,Power,Integrated Power Utilities,155.09,20558.27
INE0W2G01015,Sagility,SAGILITY,544282,SAGILITY.NS,IT - Services,IT Enabled Services,43.35,20293.56
INE526E01018,SPR Auto Technologies,SHRIPISTON,544344,SHRIPISTON.NS,Auto Components,Auto Components & Equipments,4600.1,20263.36
INE883F01010,Aadhar Hsg. Fin.,AADHARHFC,544176,AADHARHFC.NS,Finance,Housing Finance Company,462.55,20247.55
INE285A01027,Elgi Equipments,ELGIEQUIP,522074,ELGIEQUIP.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",634.35,20103.12
INE219X23014,IndiGrid Trust,INDIGRID,540565,INDIGRID.NS,Power,Power - Transmission,176.08,20039.29
INE684F01012,Firstsour.Solu.,FSL,532809,FSL.NS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),276.05,19517.51
INE292B01021,HBL Engineering,HBLENGINE,517271,HBLENGINE.NS,Industrial Products,Other Industrial Products,702.55,19474.33
INE475E01026,Caplin Point Lab,CAPLIPOINT,524742,CAPLIPOINT.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,2560.8,19465.08
INE235A01022,Finolex Cables,FINCABLES,500144,FINCABLES.NS,Industrial Products,Cables - Electricals,1260.5,19278
INE100A01010,Atul,ATUL,500027,ATUL.NS,Chemicals & Petrochemicals,Specialty Chemicals,6509.5,19165.11
INE769A01020,Aarti Industries,AARTIIND,524208,AARTIIND.NS,Chemicals & Petrochemicals,Specialty Chemicals,527.2,19122.95
INE217B01036,Kajaria Ceramics,KAJARIACER,500233,KAJARIACER.NS,Consumer Durables,Ceramics,1208.5,18990.74
INE230A01023,EIH,EIHOTEL,500840,EIHOTEL.NS,Leisure Services,Hotels & Resorts,302.75,18932.9
INE427F01016,Chalet Hotels,CHALET,542399,CHALET.NS,Leisure Services,Hotels & Resorts,861.95,18876.2
INE0AQ201015,Leela Palaces Hotels,THELEELA,544408,THELEELA.NS,Leisure Services,Hotels & Resorts,561.7,18758.41
INE017A01032,GE Shipping Co,GESHIP,500620,GESHIP.NS,Transport Services,Shipping,1311.3,18721.06
INE596I01020,Cams Services,CAMS,543232,CAMS.NS,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",753,18696.81
INE324A01032,Jindal Saw,JINDALSAW,500378,JINDALSAW.NS,Industrial Products,Iron & Steel Products,291.65,18651.26
INE424H01027,Sun TV Network,SUNTV,532733,SUNTV.NS,Entertainment,TV Broadcasting & Software Production,472.05,18602.76
INE172A01027,Castrol India,CASTROLIND,500870,CASTROLIND.NS,Petroleum Products,Lubricants,187.77,18572.75
INE203A01020,Astrazeneca Phar,ASTRAZEN,506820,ASTRAZEN.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,7415.5,18538.75
INE673O01025,TBO Tek,TBOTEK,544174,TBOTEK.NS,Leisure Services,"Tour, Travel Related Services",1696.5,18421.92
INE406M01024,ERIS Lifescience,ERIS,540596,ERIS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1328.2,18406.63
INE02IJ01035,Azad Engineering,AZAD,544061,AZAD.NS,Electrical Equipment,Heavy Electrical Equipment,2837.8,18327.01
INE462A01022,Bayer Crop Sci.,BAYERCROP,506285,BAYERCROP.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,4071.5,18298.17
INE501A01019,Deepak Fertilis.,DEEPAKFERT,500645,DEEPAKFERT.NS,Chemicals & Petrochemicals,Commodity Chemicals,1449.2,18294.39
INE152M01016,Triveni Turbine,TRITURBINE,533655,TRITURBINE.NS,Electrical Equipment,Heavy Electrical Equipment,574.85,18274.39
INE192B01031,Welspun Living,WELSPUNLIV,514162,WELSPUNLIV.NS,Textiles & Apparels,Other Textile Products,189.22,18149.08
INE131A01031,G M D C,GMDCLTD,532181,GMDCLTD.NS,Minerals & Mining,Industrial Minerals,570,18126
INE15B701018,Pine Labs,PINELABS,544606,PINELABS.NS,Financial Technology (Fintech),Financial Technology (Fintech),156.91,18105.19
INE102B01014,Choice Intl.,CHOICEIN,531358,CHOICEIN.NS,Finance,Holding Company,808.6,18013.71
INE385C01021,Sarda Energy,SARDAEN,504614,SARDAEN.NS,Ferrous Metals,Iron & Steel,510.6,17992.59
INE872J01023,Devyani Intl.,DEVYANI,543330,DEVYANI.NS,Leisure Services,Restaurants,144.4,17803.65
INE03QK01018,Cohance Life,COHANCE,543064,COHANCE.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,463,17714.26
INE0KXY23015,Vertis Infra.,VERTIS,,VERTIS.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",117,17666.81
INE013P01021,OneSource Speci.,ONESOURCE,544292,ONESOURCE.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1535,17602.29
INE548C01032,Emami,EMAMILTD,531162,EMAMILTD.NS,Personal Products,Personal Care,402.6,17573.49
INE616N01034,Inox India,INOXINDIA,544046,INOXINDIA.NS,Industrial Products,Other Industrial Products,1930.2,17519.17
INE148I01020,Sammaan Capital,SAMMAANCAP,535789,SAMMAANCAP.NS,Finance,Housing Finance Company,150.52,17483.55
INE0LXG01040,Ola Electric,OLAELEC,544225,OLAELEC.NS,Automobiles,2/3 Wheelers,37.73,17462.98
INE825A01020,Vardhman Textile,VTL,502986,VTL.NS,Textiles & Apparels,Other Textile Products,602.9,17452.5
INE205C01021,Poly Medicure,POLYMED,531768,POLYMED.NS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,1719.4,17428.09
